Text_ID,Product_Type,processed_Product_Description,Sentiment
6585,9,rt mention rt mention marissa mayer google connect digital amp physical world mobile link sxsw,2
1203,9,spotted three ipad 2 first 10 minute lot ipad 1 think macworld sxsw,2
5155,9,rt mention mention said wo able get ipad 2 sxsw apple opening cont link,2
444,9,q2 u think google check offer testing sxsw link smccolumbus,2
8934,6,apple know game sxsw bring ipad2 people link,3
683,6,awesome ipad 2 jailbreak link grateful dead fab5 sxsw,3
1257,9,i41 slap face link code valid infektd sxsw zomb,2
6454,9,rt mention presentation touchingstories zinio online link sxsw,2
2179,9,5th ave austin sxsw ipad2 line link,2
7969,3,anyone else issue gmail using google service sxsw,1
4652,9,apple opening pop store downtown austin sxsw ipad 2 launch link,2
4458,9,made time mention podcast strange iphone corrects mention quot quot sxsw,2
8137,3,qagb sxsw timely rt mention bing search engine share continues rise google still top link,3
5168,2,rt mention quot apple elegant fascist company quot flipboard sxsw,1
3009,9,almost sxsw austin apple link,2
5949,3,rt mention great panel fr mention mention mention amp google hotpot social recs def end recs discotalk sxsw sloanxsw,3
4018,9,wiebe walking conceptual graphing link sxsw mention loving,2
2561,9,mention download mention iphone reserve space meet mingle escape sxsw go,2
6152,9,rt mention ipad 32 gb giveaway follow mention retweet message entered sxswi sxsw samsungsxsw,2
7480,5,google map useful get better sxsw,3
4317,2,haha rt mention many use apple cause one us window voluntarily kawasaki thisisdare sxsw,3
8037,2,apple smart ipad 2 take sxsw video link sxswi,3
8621,9,internet tv coming google tv dvrs xbox train stopping barry diller sxsw,2
4047,6,quot take time others catch quot mention tapworthy sxsw,3
8897,9,friend going sxsw today share photo video mention link cnn iphone app,2
8856,2,ever doubt influence apple innovation community look sxsw ipads iphone4 everywhere,3
1715,6,sxsw gadget lust rubbing think want ipad 2 must escape soon,3
6957,9,rt mention xwave headset actually control iphone apps brain sxswnui gsdm sxsw,2
6642,9,rt mention scene austin sxsw ipad 2 shop arriving link sxsw cnnmoneysxsw,2
90,9,thanks mention publishing news mention new medical apps sxswi conf blog link sxsw sxswh,0
2953,9,mention iphone app sync functionality working yet sxsw,2
742,9,mention picked ipad 2 back sxsw link cha think worth upgrade,2
2282,3,excited sxsw tomorrow leaving austin 8am see google mention still working schedule,3
747,8,iphone know sxsw week tough battery help jeebus keep correcting curse word,1
3264,9,google might launch circle today sxsw link mobile491,2
5066,9,rt mention mention get look sxsw rumored apple quot quot store austin link,2
4540,9,anyone picture apple pop store sxsw austin wan na see,2
8805,8,loving new mention iphone w sxsw channel mention,3
3832,9,mention iphone android sxsw,2
2131,1,mention sxsw first send u pic mention get free download game android videogame smartphone,3
3052,9,google presentation sxsw trade show busy trade show nice side time link,2
5425,9,rt mention apple two retail location anticipation gadget ipad sxsw gadget link,2
2807,6,today tech tidbit ipad 2 take sxsw video link via mention mention ipad2 sxsw tech,3
2825,3,yes nailed google circle allow online communication respect boundary offline social life sxsw,3
4846,6,need get ipad 2 mention apple opening temp store downtown austin sxsw ipad 2 launch via mention,3
4596,6,sweet danfung dennis demoing immersive video rig ipad platform used hell back sxsw party,3
8970,9,5th year downloading sxsw music torrent link free legal great music,2
7169,9,google close launching new social network circle link google sxsw,2
4593,9,note next year skinny tie skinny jean wayfarer amp ipad must accessory sxsw,2
3294,5,sxsw google map even cooler thought,3
723,5,believe almost always use google map iphone rt mention 40 google map use mobile say mention sxsw,3
8955,9,cloud sxsw keep personal stuff corp ipad way people take care asset,2
767,9,google launch major new social network called circle possibly today updated happen sxsw link,2
1988,9,sxsw 10 time better luck verizon air card amp iphone,2
5176,9,rt mention quot google tweet new think speak quot belinsky digital democracy sxsw mention,2
6712,9,rt mention test drive xperia play mention mention detail link least android sxsw,2
5196,2,rt mention quot explanation continued success apple existence quot mention enchantment sxsw,3
99,9,gsd amp amp google industry party tonight mention see u link sxsw austin welivehere gsdm,2
62,2,omfg rt mention heard apple store downtown austin pic already gowalla link sxsw ipad2,3
345,7,sxsw attendee need qr code reader iphone tweet u image badge first 5 get optiscan free,3
1189,2,like think apple decided sell new ipad sxsw based suggestion link everyone welcome,3
6628,9,rt mention rt mention wondering street closure sxsw made google map show link sxsw austin,2
4798,9,sxsw mention rock casbah mention mention partylikeits1986 digital right link,2
121,6,ipad austin trending today fun sxsw nerdy nerd,3
6832,7,rt mention updated npr music iphone app song info song amp live video streaming time sxsw link,3
3567,9,mention try stay awake trying get ustream working iphone see dat right kickoffparty sxsw,2
3174,9,platform concertgoers launch android app time sxsw link sxsw link,2
1821,9,saw guy tweeting ipad peeing sxsw,2
3188,6,mention life ca get ipad sync session partial iphone fine ipad deciding want sxsw,1
1536,7,mention mention mention sxsw tried new ipad app beautiful p thanks tvontheradio tix yall rock,3
1177,6,ipad 2 star gadget sxsw link sxsw,3
1611,6,mention mention lot ipad 2 austin bigger thought would sxsw,3
3704,9,cnn demo tv everywhere iphone app html5 adaptive bitrate streaming sxsw,2
3868,6,ipad 2 available online ordering go get ur sxsw,3
1780,6,ipad 2 better product time make worthwhile improvement mention diller sxsw,3
547,9,need go sxsw old sitter know score babyheadphones,2
5782,9,rt mention going sxsw come mention onsulting booth chance win ipad 2 lt amp stimulating conversation doubt,2
4701,9,last least also get copy stupid game plus iphone link also special sxsw price,2
5696,8,rt mention ellen page appearance reduced mention iphone call heart broken sxsw super,2
8948,9,sxsw android meet hilton,2
6157,6,rt mention ipad hipster austincrowd sxsw link,3
1848,3,q amp google bing website ranking fun sxsw,3
25,6,rt laurieshook looking forward smcdallas pre sxsw party hoping win ipad resulting shameless promotion chevysmc,3
5484,9,rt mention apple pop shop lavaca 6th sxsw yes line wrap around block mention apple store sxsw link,2
5814,9,rt mention google could search engine google instead useful information savebrands sxsw,2
8971,7,best newly added iphone app go mention awesome sxsw 2011 come one day one amazing day,3
1678,9,mention apple setting special temp store u sxsw downtown austin ipad2 link,2
3736,9,come singapore roar party 512 6th street link sgroars sxswi sxsw,2
685,6,new post ipad 2 launch huge line apple shop austin link sxsw sxswi,3
5283,9,rt mention sxsw app schedule fail try google sched sxsw 2011 click first link unofficial party room count genius,2
897,9,well good morning sxswi day 4 ready another day great panel bc alumnus amp industry party tonight sxsw gsdm google,2
8294,9,funny handing earplug sxsw party going announce bad news want tweeted,2
814,5,google launch major new social network called circle link sxsw v mention mention,3
914,9,u need mention group challenged coming iphone app solve parenting issue sxsw worklifeprogress,2
2206,9,marissa mayer mention future ar quot contextual discovery quot sxsw,2
5854,9,rt mention google quash circle rumour rt mention launching product sxsw plenty else ht,2
2026,9,mention idea time apple store sxsw close tonight,2
7950,3,hey marissa mayer please tell u something new product google launched month ago sxsw,1
6953,9,rt mention win ipad rt mention dgtltribe learn native amer tx ballroom link sxsw,2
6443,7,rt mention perfect sxsw iphone app home screen organization link like,3
1072,9,current screen browser quot upload application quot android lmndst startupbus sxsw,2
1088,9,mention mention spilled bean next platform flipboard iphone team started working sxflip sxsw,2
6066,9,rt mention austin weekend mention sxsw supporting smarty ear launch new ipad apps speech therapy link sxswh sxsh,2
2046,2,sxsw apple school marketing expert link sxsw,3
8048,9,google social network launch sxswi hears rumour google circle launch today sxsw,2
6317,5,rt mention million dollar saved one company adoption google doc incenticize team evolvingworkplace sxsw,3
1064,9,guess rumor wrong mention launching product sxsw plenty else link,2
7207,9,google doodle sxsw,2
8430,6,mention geek need somewhere downtown line get ipad dropping sxsw,3
3886,2,surprised local news austin mentioned traffic implication apple store launch today sxsw,2
1103,6,mention spotted sxsw man need ipad 2 link man need go sxsw apple store,3
2927,9,google event one drink tricket small amount food mention event open bar open taco truck justsaying sxsw,2
615,7,apple hawk ipad 2 sxsw festival popup store link mention,3
8033,9,mention u make google party sxsw,2
8887,9,wish went sxsw got covered day 1 recap link coyne mention mention,2
614,6,meeting line sxsw popup apple store ipad2 love place,3
7703,9,false alarm google circle coming probably ever sxsw link,2
1266,9,social important google screw big launch circus link socialmedia sxsw,2
6489,9,rt mention rt mention mention launch major new social network called circle link sxsw v mention njdoc,2
430,6,attending designing ipad interface new navigation schema mention great stuff far sxsw,3
7670,9,awesome presentation digital magazine link touchingstories sxsw gsdm,2
4224,6,expect lot buzz ipad 2 sxsw since come tomorrow support flash maybe link elonsxsw,3
6578,9,rt mention rt mention rumor apple opening temporary store austin sxsw amp ipad2 launch link,2
4674,9,apple opening temporary store downtown austin sxsw ipad 2 launch link,3
7320,9,apple store selling ipad2 sxsw link via mention tech retail,2
255,9,backupify announces cloudsight search first searchable archive solution social medium google apps sxsw sxswi link,2
7724,9,rumour around google circle proven untrue announcement sxsw austin texas must something,3
5042,2,rt mention rt mention love mention sxsw quot apple come cool technology one ever heard go conference quot,3
1926,2,apple taking old ipads teach america user get tax buy new ipad kinda cool sxsw,3
5082,9,rt mention link sxsw google going social,2
2713,9,get season clover touch link game stpatrick,2
8607,9,sxsw bettercloud computing insight google mention quot benefit data center economy scale continual improvement quot pgi,3
1879,9,video ipad 2 line walk austin texas get one today sxsw link,2
7595,9,google circle happening lost sxsw,2
574,9,mention google launch major new social network called circle possibly today link mention,2
2886,9,hell supposed get new ipad stumbling around austin sxsw notwinning,2
4071,6,ipad 2 sold retail store except sxsw pop store austin igottagetit,3
5657,9,rt mention day 5 sxsw already share photo video ireport link cnn iphone app,2
1281,9,show sxsw 1st gen ipad still let door,2
5965,9,rt mention fun mention new feature iphone see mention latest article quot roll 4square quot link sxsw,3
169,9,attending sxsw austin guide mention free download itunes link lp,2
5442,2,rt mention apple congress nice rt mention apple set open popup shop core sxsw action link sxsw apple,3
1470,9,link edchat musedchat sxsw sxswi classical newtwitter rt mention,2
2633,9,best site unofficial sxsw event want publicize sxswi archive event link,2
7702,9,false alarm google circle coming probably ever link much report would unveil sxsw,2
6057,6,rt mention fell asleep 2 hour eye open staring sxsw stream ipad 2 link,3
817,9,google launch new social network sxsw link aclu sxsw,2
5398,9,rt mention ipad dj need one 3am douche bag need sxsw,2
4066,9,grab latest mention sxsw link,2
495,6,way figure ipad 2 good replacement making sxsw year,3
3271,9,google engineer said search personalizing experience scary making relevant people sxsw mktgmoment,2
5284,7,rt mention sxsw beta testing interactive book ipad app moonbot studio louisiana cool app,3
151,6,offered sxsw ipad promo ninjafinder user fan sxsw suck sxsw,3
5187,3,rt mention quot affirmative action woman product team google literally made product better quot mention sxsw,3
6611,7,rt mention rt mention day bank america launched iphone app got 250k new customer bankinnovation sxsw,3
7532,6,okay fair enough lining new tech cost sxsw much better new ipad link,1
8182,9,nu user rt mention new ubersocial iphone app store includes uberguide sxsw sponsored mashable,2
8364,9,seo webiste ranking q amp session google bing starring mention mention mention follow qagb sxsw,2
2329,9,coming soon mention used mention developer called s2 sxsw,2
6373,9,rt mention ning amp mobile roadie thrilled offer unofficial sxsw insider guide iphone fun austin link,3
39,9,vatornews google apple force print medium evolve link sxsw,2
126,6,apple ipad2 taken sxsw austin storm link mention excited part mobile,3
4779,9,sxsw mention 80 splendor dancin spazzmatics aclu google partylikeits1986 link,2
6575,9,rt mention rt mention rumor apple opening temporary store downtown austin sxsw ipad 2 launch link,2
3848,9,hoping quot photobooth quot make google gsdm industry party mention monday night sxsw,2
1892,9,tech get temporary sxsw apple setting temporary store austin link technology,2
952,9,first leg mobile social sxsw fb link,2
3564,8,mention think might quit resume tonight tethering could happened better time sxsw,3
4882,9,anyone going buy new ipad donate japan tsunami victim instead sxsw,0
5494,9,rt mention arriving u sxsw looking microsim data iphone recommendation mention,2
2921,9,mention enjoy sxsw ride anywhere austin 10 download groundlink app link booth 437,2
3234,2,loving apple downtown office long last sxsw u local link link,3
1806,8,wjchat q7a going bought zagg keyboard high hope plan work sxsw,3
2022,3,want lose love google sxsw,3
1243,2,apple set open popup shop core sxsw action link sxsw apple ipad retail,3
4149,6,mention let go apple store score ipad sxsw widfy,3
3942,9,creative process illustrated check book link sxsw,2
5310,9,rt mention sxsw party podcasts link mention mention mention designerdrugs iampaintedface h0u5t0n,2
4635,9,interesting rt mention google launch major new social network called circle possibly today link sxsw,2
6374,9,rt mention stumbling around lost mention sxsw stay contact group mention iphone app link idealab il,2
288,2,mention apple store downtown austin open til midnight mention still time,3
4973,9,ben google think making fast aim product day one agileagency sxsw,2
6718,9,rt mention thanks free sxsw mix rt mention artist hear free sampler link,2
2592,3,google aclu party tonight sxsw best thing ever apparently spazmatics franchised band rock,3
3784,9,last session sxsw html5 rep google m opera mozilla,2
5219,9,rt mention awesome mention amp mention ranking normal result quit ranking page view unique visitor analytics matter sxsw,2
1044,9,mention rt mention google launch major new social network called circle possibly today link,2
1418,3,big night come party mention google tonight sxsw link band food art interactive map cc mention,3
8049,9,google social network rumored launch soon googlecircles gsdm sxsw link,2
1993,3,check offer google cool link sxsw,3
3244,9,childish gambino dmi house eating bother looked good location link sxsw,2
1769,7,sxsw 2011 novelty ipad news apps fade fast among digital delegate link via mention,1
7330,9,many ipad 2 sxsw used cool,2
8227,9,get enough hacking startupbus rsvp superhappydevhouse sunday austin sxsw link,2
11,1,find amp start impromptu party sxsw hurricaneparty http ca wait til android app come,3
8864,6,sxsw crowd austin swarm ipad 2 launch link via mention sadly one,3
8472,9,ipad pop store sxsw caniexpenseanipad,2
2734,5,got ta love sxsw google calendar featuring top show case check rt mention via mention gt link,3
7561,9,apps distract pub sez khoi vinh instead focusing reader exp delivering content 3 way sxsw link,1
7044,9,sxsw google map mobile device vp link,2
8179,6,rt mention agnerd confession using laptop ipad blackberry follow sxsw afar see agchat,2
1648,2,funny rt mention yes line front apple store sxsw link,3
8486,6,nice austin apple pop shop time sxsw rt mention p arrived sxsw link,3
5328,6,rt mention uxdes mention glad standard ipad navigation tool might one sxsw,1
7001,7,iphone apps keep grooving sxsw 2011 mention link via mention,3
8032,9,mention convenient rt mention apple opening temp store downtown austin sxsw amp ipad2 launch link,2
2373,9,quot narcissism amp challenge fb page quot link coupled quot google spam problem quot link explain circle quot bit quot sxsw,2
6859,9,rt mention wait fiona apple town somebody kidnap put recording studio record new album sxsw,2
2864,7,prefer news iphone ipad droid mention apps mention mention amp mention mobile apps sxsw,3
4568,6,lonely job protecting ipad 2 someone got ta link sxsw,3
7803,9,yes rumor true come play mention ipad booth sxsw exhibit hall 3 ipad ipad2 mention,2
2132,9,ca sxsw download free music mix itunes link,2
2863,9,tweet friend boarding plane around world heading sxsw great festival bring ipad,2
3717,9,nice fun rt mention sxsw thirsty gadget using mention charge anywhere iphone happy share juice,2
3659,9,photo still lineup around block sxsw apple store link,2
1556,9,mention mention mention press release ipad apps helping launch sxswi link sxsw,2
675,6,zite intelligent ipad magazine link lt deliciousness sxsw trending youneedthis,3
4012,2,apple marketing still impressive sxsw rt mention link,3
5981,9,rt mention hearing mention travel across u social connection people wandering around ipad 2 qr code sxsw,2
6228,9,rt mention keep new japan quake iphone sxsw nhk world tv live link,2
6888,2,rt mention lose hour 2nite sxsw attendee blame microsoft apple get credit 4 fixing b4 christmas,3
6943,9,rt mention see google new social network quot circle quot today link sxsw sxswi,2
4838,3,best photo booth far google league extraordinary h4ckers sxsw link,3
3382,9,technology apple save sxsw set open store despite two austin texas location link tech,3
652,9,practical idea android development sxsw,2
8514,9,like mention seen austin google streetview checking apartment sxsw austin easy click,0
6028,6,rt mention holy smoke ipad2 replacing flip cam default video capture device beautiful elegant apple sxsw,3
7825,9,watch mention sxsw ecademy mention link gt gt fascinating amp true map saving itme lot,3
4229,2,apple employee psyche line pop shop sxsw moment ipad 2 go sale link,3
1745,9,going sxsw need lift airport register free mention shuttle link,2
6146,9,rt mention ipad 2 line easily 300 deep sxsw link,2
23,7,photo installed sxsw iphone app really nice http,3
6807,9,rt mention dude propping ipad urinal time valuable sxsw ewww,2
8438,6,line ipad 2 apple store demo unit 5pm sxsw fb link link,3
1725,8,enjoying sxsw radio station link iphone use link link amp plug sound system,3
5912,5,rt mention google launch new social network sxsw cnet news link sxsw,2
3391,3,open graph repair damage google title tag sxsw microformats,1
8838,1,free sxsw via new free winamp app android market direct link app download market link,3
6477,9,rt mention reminder charles chen talking android chromeos access today mention 1pm mention google booth exhibit hall 3 sxsw,2
6799,9,rt mention tim web definition tht survived built value frm data ebay amazon google sxsw,2
6714,9,rt mention text quot sxsw quot 24587 chance win ipad drawing friend sxsw must present win see ya link,2
4387,9,put first sticker mac signing mention iphone beta sxsw link,2
6360,8,rt mention new iphone autocorrect already tried change quot coworkers quot quot quot going long five day sxsw,1
1156,3,following qa session sxsw great insight webmaster qagb,3
2162,3,spasmatics rockin aclu google party sxsw,3
3503,9,sxswi iphone gone yellow cab minivan 350 anyone sxsw happens get yellow minivan cab,2
5339,9,rt mention happy woman day make love fuss link edchat musedchat sxsw sxswi classical newtwitter,2
3215,8,nice able use usb charging cord plug add juice iphone dfw sxsw,3
7920,9,apple set temporary store sxsw sell new ipads test link socialmedia ipad,2
1599,9,hijacked mention iphone since mine doa muahahahahhaahahaa sxsw partay time thx mention dinner,0
4761,9,sxsw mention devops mention quot google group link,2
1629,6,want mention bad sxsw would make live blogging ipad much efficient beautiful case beat leather 1,3
6288,9,rt mention march austin tx people line sxsw registration apple store,2
6421,1,rt mention sxsw app android huge prop mention mention mention amp mobileroadie get link,3
8356,6,watched quot ipad design headache quot sxsw button hack tapworthy,1
7887,9,google officially denied circle launch sxsw exists link cont link,2
2739,9,good place test edgy enough mention q2 google check offer testing sxsw link smccolumbus,0
6182,9,rt mention rumor apple opening temporary store downtown austin sxsw ipad2 launch link,2
8416,7,deleting sxsw iphone app link,1
4393,9,charging iphone ipad also water gummy bear sxsw hhonorsrecharge mention hilton charging station link,2
8034,9,mention excited flipboard sxsw swag also rig ipad giveaway work,2
2784,9,getting ready ipad 2 v android panel sxsw come check 230,2
7492,5,google map street view car sighting sxsw link,3
4081,9,hope people ask tough question rt mention reminder android chrome tt talk mention 1 pm today link sxsw,2
4899,9,home today mention sxsw quot apple come cool technology one ever heard go conference quot,0
2384,9,sxsw rackspace startup program cloud ipad app launched link rackspace sxsw,2
3463,9,able check mention using mention 4sq iphone app sxsw,2
7889,9,regardless keyword google think local mobilesearch sxsw sxswi,0
5572,2,rt mention better get line rt mention apple opening temp store downtown austin sxsw amp ipad 2 launch link,3
2097,8,go bar get free drink iphone doesdroid sxsw,3
8303,9,ca wait see internet implode austin friday everyone stop normal activity order ipad 2 sxsw,3
5821,9,rt mention google fire shot foursquare reward title link mention sxsw,2
6362,7,rt mention new post mention iphone app make easy connect social network people meet link sxsw,3
4668,9,apple opening temp store friday 6th amp congress sxsw link,2
3173,9,platform concertgoers launch android app time sxsw link sxsw,2
8749,9,hey usguys sxsw let u know think new google circle social medium platform usxsw,2
270,2,surprise apple opened store austin nerd town sxsw get new link cnet,3
6170,6,rt mention lonely job protecting ipad 2 someone got ta link sxsw,3
8819,8,dear sxsw goer please look fucking iphone walking hall thanks hipster hilarious,1
2628,9,ah iphone battery fully recharged courtesy mention charge anywhere find mention sxsw amp charge fly,2
4837,9,excited part mention twitter family stop pepsico playground sxsw learn win ipad,2
982,9,wear openbeta vip badge sxsw might win ipad quibids case mention sxswbuffalo,2
3121,8,sxsw exposing iphone horrendous battery life,1
659,9,mention able afford attend sxsw buy ipad today consider saving japan earthquake relief quot,2
6702,9,rt mention sxsw attendee come see aquent booth 1415 sxsw trade show might win ipad 2,2
6052,2,rt mention got turkey rt mention random apple fan bought lunch everyone line sxsw popup apple store ipad2 mention,3
8659,9,wish could go mention head link 1pm cst today win vip access acoustic solo set sxsw tonight,2
3599,9,android developer going sxsw mention,2
719,9,soo apple store sxsw,2
2563,2,apple driving quot consumerization quot empowered sxsw,3
8730,9,hanging convention center mention mention find u win free ipad 2 beiber sxsw,2
7622,3,temperature going rt mention mention mention amp mention fun google pic sxsw link,3
2170,9,creature habit google found ctrs blue link far outpaced green darker link click got sxsw,2
4569,9,free itunes sxsw link take mention itunes store link,2
3261,3,google goggles may new fave thing sxsw,3
6868,9,rt mention want win free ipad 2 attending sxsw detail link,3
5424,9,rt mention apple two austin store week downtown presence change sxsw popup store link mention,2
8818,9,quot sxsw go available iphone ipad android blackberry coming soon window phone 7 quot presented hp wait sxsw webos,2
4268,3,google marissa mayer awesome sxsw marissagoogle link,3
4278,3,google marissa mayer next sxsw looking forward,3
828,9,google launching social network definitely sxsw rumor still link googlecircles,2
7959,9,mention saw u r going sxsw dwnld groundlink app amp ride 10 austin airport link see u booth 437,2
6822,9,rt mention tweet register exclusive pass event party ipad 2 sxsw quot give link,2
5771,9,rt mention get look sxsw rumored apple quot quot store austin link via mention,2
7386,9,woman plane next nook blackberry curve android ipad purse sxsw,2
7463,7,updated npr music iphone app song info song amp live video streaming time sxsw link,3
4759,9,sxsw mention devops mention quot provider cloudkick monitor pagerduty paging dnsmadeeasy postmark ec2 azure google,2
7170,3,microsoft google ripping u link mention joomla wannabe logo sxsw link,1
3970,9,get look sxsw rumored apple quot quot store austin link via mention,2
8471,6,apple truck need ipad sxsw,3
7225,9,yourmom ipad design talk sxsw,2
5423,9,rt mention apple opened store austin nerd town sxsw get new ipads link,2
7323,9,sugar amp gold play fitzgerald houston tonight way sxsw free show bodyaches remix ep link,2
7294,9,sxsw downtown austin apple store congress amp west 6th street answered question old fashion way googled,2
2151,6,line apple store go around block oh right ipad 2 also sxsw,3
8035,9,cause need another one rt mention google launch major new social network called circle po today link sxsw,2
6387,9,rt mention notetaking bingo pull ipad 2 moleskin sxsw,2
7035,9,apple google zappos corporation always founded different important idea sxsw,2
6805,9,rt mention sxsw friend forget download sxswgo app link,2
4776,4,loved mention hangover breakfast awesome swag yummy food amp rockin tune stoked griffin cordless iphone charger sxsw,3
8821,9,photo spending sat night sxsw chatting husband skype iphone coffee link,2
4653,9,apple opening pop store downtown austin sxsw ipad 2 launch link via mention,2
5287,9,rt mention sxsw crowd swarm ipad2 launch link via mention sxsw2011 apple,2
1652,8,dealing mention white freeze screen far much sxsw everyone iphone making conversion possibility efficient,3
3877,6,ipad device moment wireless power next essential technology api king sxsw,3
8191,7,woohoo rt mention go game launch iphone scavenger hunt link via mention see sxsw,3
3595,9,unofficial sxsw app showcase link mobile iphone sxsw,2
2546,7,hope u jinx mention nice mention iphone app behaving today crash yesterday ridiculous sxsw,3
4543,9,ipad 2 line easily 300 deep sxsw link,2
3236,9,hoping pull family card mention mention mention love tonight think tried late sxsw,2
8065,9,south southwest google look mobile future link sxsw,2
5225,3,rt mention futuremf trajan google destroyed lt title gt tag website seo open graph protocol added clean title tag instead sxsw,1
2216,5,marissa mayer talk future google map discus hotpot answer rating recommendation sxsw,3
3985,9,tech check podcast sxsw android pass blackberry big twitter fail link mention sxsw cnn,3
1139,9,pic apple ipad2 line sxsw fb link link http,2
3397,9,i10 march pig link code valid infektd sxsw zomb,2
3157,7,showing uzu ipad app tapworthy sxsw,3
2130,9,verb oh sxsw bump google facebook ping hashable fuck meet hire,2
1479,9,true rt mention mention dude earthquake tsunami ipad 2 sxsw get,2
2193,6,mention awesome traded sxsw last year ipad 1,3
7857,3,look fun party like 1986 hosted google aclus n california texas sxsw,3
5593,9,rt mention cameron sinclair spearhead japan disaster relief sxsw via twitter amp iphone link sxsw4jp archforhumanity,2
3206,6,woman front housing ipad awesome sxsw,3
191,9,ipad 2 queue sxsw course,2
688,6,ipad accessory bag thanks mention sxsw,3
7185,5,yea another google product available google apps yet google hotpot sxsw,1
8087,9,coolest iphone 4 amp ipad case sxsw check fastcompanygrill zazzlesxsw sxswi link,2
3067,9,group messaging roundup help stay touch sxsw link android fastsociety iphone sm sxsw,2
6075,9,rt mention helping mention twitter good sxsw icenhaur come join u link,2
1736,2,quot sxsw apple school marketing expert quot link,3
1753,9,hashable american psycho woot rt mention new post business card dead send card via hashable sxsw link,2
3966,3,great talk google doodle end hand printed signed doodle sxsw link,3
6327,9,rt mention must see android app sxsw quot bizzy quot link,3
7439,1,planzai app featuring official british music schedule android market link sxsw,3
898,8,loving morphie juicepack today recharge iphone worth sxsw,3
5923,3,rt mention google incapable disruptive acquired 89 startup last year mention leanstartup sxsw,1
542,9,google give social networking another try quot circle quot via mention mention link sxsw,2
2431,9,extra ipad 2 sale austin convention center want one link,2
1194,9,check video get glimpse action like ipad 2 ipad sxsw gadget link,2
528,6,person front took picture new ipad sxsw,3
8620,9,sxsw featured artist playlist available free link via mention free music,2
5717,6,rt mention filming ipad much cooler lame iphone sxsw mention live show link,3
6012,9,rt mention hey apple fan get peek space slated sxsw apple store tomorrow link,2
364,9,woke iphone finished recharging mean got enough sleep last night right sxsw,2
2705,6,omg apple retail sxsw please let full palette ipad2 truck parked back,3
6844,2,rt mention smart move apple store sxsw ipad 2 come 5pm tomorrow link,3
6001,9,rt mention hey sxsw mover shaker mention publishing quot poke box quot ebook next week get involved link,2
6933,9,rt mention whrrl girl handing chance win 2 audi car come find u sxsw mention apple store sxsw link,2
286,2,sxsw apple school marketing expert cnet link,3
3750,3,fun interactive map mention google party link sxsw,3
1602,9,true rt mention rumor apple opening temporary store downtown austin 4 sxsw amp ipad 2 launch link,2
8681,9,google quot product gatekeeper quot marissa mayer quot fast fun future quot link ht mention sxsw,2
5408,9,rt mention apparently line get ipad sxsw store grew 2 block 5 block past 30 min wut,2
3521,9,mention fri dinner enjoying sxsw twitter abuzz possible news google circle launch may happen,3
3482,5,genius behind google circle real life social graph network v2 view document paul adam link,3
645,6,thought would use ipad lot sxsw even touched hmmzies,1
1052,1,congrats rt mention yes gowalla win best andoid app team android choice award thanks sxsw,3
5999,9,rt mention hey sxsw folk free lunch la condesa pepsi max lot map link,2
3092,9,fast society ready party sxsw exclusive demo video link fastsociety iphone sm sxsw,2
3305,9,sxsw google launch major new social network called circle possibly today mention link via mention,2
8655,9,npr fan built first iphone app affiliated npr firefighter coder sxsw,2
878,9,great meeting haha hollergram link sxsw,2
1005,0,need play game android sxsw link,3
6494,9,rt mention rt mention ipad lounge recharge coffee h2o ipad art daily sxsw 106 e cont link,2
1293,9,mention video interview mention amp mention sxsw quot google deal quot link,2
6600,9,rt mention rt mention reaction google circle news far range quot quot quot please rescue quot sxsw,2
5841,9,rt mention google launching secret new social network called quot circle quot link sxsw,2
1505,9,like bad rt mention sitting bar listening music w 3 ppl r nose iphone waitress look confused sxsw,2
8149,9,massive sxsw fail run ipad2 mention semi full parked front justsayin link,1
4774,9,quot mention google launch major new social network called circle possibly today link sxsw quot mention,2
977,9,apple open shop sxsw link via mention,2
2551,9,improve website ranking advice google bing sxsw link,2
2387,9,time coffee muffin news reading lenewz sxsw trade show booth 1422 behind google,2
2175,9,heywire launch group chat facebook google twitter sxsw link,2
5591,9,rt mention cameron sinclair mention spearhead japan disaster relief sxsw via twitter amp iphone link,2
2104,9,android party sxsw mention lustre pearl bar 19 others link,2
5159,9,rt mention mention yes favorited want win need win doo dah doo dah pushio sxsw ipad,2
5969,9,rt mention head link 1pm cst today win vip access acoustic solo set sxsw tonight nokiaconnects,2
3241,9,refreshing liveley informative talk game design mechanic mention mention sxswi sxsw,2
1532,6,rt mention look everyone zomg mention got ipad 2 first day sxsw link,3
6677,9,rt mention south southwest 2011 android app released link sxsw sxswi sxswedu,2
1477,9,hilarious rt mention look sxsw bearded guy plaid iphone sxsw,2
1696,6,sxsw smileyparty really want win sn ipad,3
3773,9,via mention google launch major new social network called circle possibly today link sxsw,2
7491,5,google map route around traffic saving user 2 year time every day mention sxsw,3
1981,9,saw iphone periscope move 2nd camera mention gowalla talk mention sxsw snoring guy busted amp documented get cpap homie,2
1961,9,team android party ca find gowalla foursquare um go sxsw,0
6018,6,rt mention hipster oversized earphone pluged new ipad make happy texas loose gun law sxsw,1
2397,0,mention congratulation winning android award sxsw,3
4457,7,taken sxsw iphone ipad apps granted realizing amazing apps big applause sxsw,3
7010,9,one say free music someone say free mention music yes yes link sxsw freemusic,2
4098,5,wow google map mobile v5 demo sxsw nice,3
